extravagance,We can afford a little extravagance. 
mitt,Dan saw she was heading for him, and handed the towel-wrapped fielder's mitt to John. 
railbirding,I had a month when I had to beg an extension on the rent, and that cured me of railbirding.' 
incarcerate,One of the most ironclad was that you never made a Twelfth Step call on an active alcoholic by yourself, unless the alkie in question was safely incarcerated in a hospital, detox, or the local bughouse. 
meticulously,Rose went about gathering her tools and focusing her concentration, working slowly and meticulously. 
savage,We're not savages.' 
trinket,Sabbatha hanti, lodsam hanti, cahanna risone hanti: words that had been old when the True Knot moved across Europe in wagons, selling peat turves and trinkets. 
ornament,'She said Momo was like a glass ornament.' 
ironclad,One of the most ironclad was that you never made a Twelfth Step call on an active alcoholic by yourself, unless the alkie in question was safely incarcerated in a hospital, detox, or the local bughouse. 
gallop,In her dreams, she galloped over long fields under four billion stars. 
flinch,The girl's grown-up vision of herself her avatar kept coming, but she flinched as Rose's thought hit her, and the lance crashed into the wall of file drawers to Rose's immediate left instead of into her side, which was where it had been aimed. 
strident,She sounded strident even to herself, but . . . ah, Jesus God, measles? 
scrap,She looked unbelievingly at her hand, which was scraped and bruised and swelling. 
distemper,Great patches of his fine white hair had fallen out on the pillowcase, giving him the look of a distempered dog. 
notch,Her heartbeat kicked up a notch. 
querulous,It was the voice of a querulous old woman. 
senile,Braddock was staring at Dan with that look of monumental but slightly puzzled irritation which only the very old and borderline senile can bring off successfully. 
devastate,But he put his arm around Baba the Russian, who looked devastated, and hugged her tight against him for a moment. 
epidemic,'A single case doesn't make an epidemic,' Nut said, 'and it could be something else. 
stipple,He was naked except for a pair of boxer shorts, and his scrawny body was stippled with red marks that looked like pimples or insect bites. 
gratifyingly,And, after a gratifyingly short search, found her. 
madden,Just enough to set the turntable in motion again, even though it had become weirdly heavy. (turn, world  ) As it did, she felt the maddening flutter in her head first diminish and then cease as the little girl was rotated back to wherever she came from. 
pensive,Crow's narrow, handsome face was pensive. 
creep,One hand crept out from under the covers and began wiping at her lips. 
duvet,She rolled over on her side and pulled the duvet up to her chin. 
sidewinder,The Sidewinder t-shirt she had pulled on before lying down was damp; she reeked of sweat. 
monumental,Braddock was staring at Dan with that look of monumental but slightly puzzled irritation which only the very old and borderline senile can bring off successfully. 
radiance,Pooh Bear Nightlight watched from his place on the dresser as he had since Abra was four, casting a dim radiance on her left cheek. 
furrow,She closed her eyes and concentrated, her brow furrowing. 
bray,The instant she reached inside, an earsplitting alarm began to bray and brilliant white spotlights blazed on all around the room, beating down on her with heat as well as light. 
lilt,For a moment she was still in that hallway the conduit between their two minds and then she was in a large room where a little girl in pigtails was riding a bike and lilting a nonsense song. 
gap,Rose gaped in shock, then barked laughter. 
throb,Her nails throbbed, and she knew when she had a chance to look at them, they would be plum-colored with trapped blood. 
revolve,This time the sensation of revolving wasn't a surprise but something she had planned for and over which she had complete control. 
lance,Summoning every bit of her strength, Rose fought back, not with some comic-book lance, but with a blunt battering ram that had all her years and will behind it. 
stallion,She was visualizing herself riding a white stallion in full warrior garb when she fell asleep. 
whop,She kept thinking about how the hands of cartoon characters looked when they got whopped with a mallet. 
grimace,Dave turned the newspaper over and grimaced. 
nondescript,One very good thing: a nondescript Ford pickup was parked half a block down, the old guy behind the wheel sipping a take-out coffee and reading a magazine. 
delicacy,She was wondering how many of them had been taken by the True Knot, murdered for their final psychic gasp the obscene delicacy this bunch lived on and left in unmarked graves. 
knapsack,She held a knapsack by one strap. 
collage,It was a collage of photos. 
impulse,Her first impulse was to pull away if he had what Nut said he had, he was contagious but what the hell. 
emerge,(I can come John and I don't leave until tomorrow but it has to be fast and we have to be careful  ) (yes okay good  ) 3 Dan was once more seated on a bench outside the ivy-covered Anniston Library when Abra emerged, dressed for school in a red jumper and snazzy red sneakers. 
placate,This, of course, was what all kids said in order to placate the adults in their lives, but it still made Dan feel better. 
entwine,She sat down beside him on the bed, her fingers entwined in his. 
obscene,She was wondering how many of them had been taken by the True Knot, murdered for their final psychic gasp the obscene delicacy this bunch lived on and left in unmarked graves. 
zealous,He also hoped Billy would be discreet and not get tagged by some zealous Neighborhood Watch type as a suspicious character. 
shrivel,As it moved toward complete transparency, Rose could see his liver, the shriveled gray-black bags of his lungs, the pulsing red knot of his heart. 
heir,Because it came from healthy young people instead of old ones dying of almost every disease the flesh was heir to? 
snazzy,(I can come John and I don't leave until tomorrow but it has to be fast and we have to be careful  ) (yes okay good  ) 3 Dan was once more seated on a bench outside the ivy-covered Anniston Library when Abra emerged, dressed for school in a red jumper and snazzy red sneakers. 
translucent,Then translucent. 
falter,For the first time her smile faltered a little. 
nary,It was nice out here, the sky looking a thousand miles deep and nary a mountain in sight. 
epitaph,If there was a fitting epitaph for him, it would be . . . 
tonic,They waited, none of them entirely convinced that the old man wouldn't appear before them again like the ghost of Hamlet's father or Jacob Marley or some other, but there was only the shape of his disappeared head, the stains left by his hair tonic, and the deflated pee- and shit-stained boxers he had been wearing. 
assort,All you've seen is a little girl who can do assorted psychic parlor tricks like hanging spoons on the ceiling. 
prospect,If someone else from this Knot tries to go prospecting in your head not the woman in the hat, but someone else they can't find out what you don't know.' 
paltry,If you think the shining begins and ends with paltry shit like telepathy, you're way short.' 
gill,My mind won't be at ease until I can look at that little bitch lying in the room right across from mine, drugged to the gills, handcuffed, and full of tasty, suckable steam. 
indoctrinate,'Casey K. has truly indoctrinated you.' 
stark,Cut through the psychobabble and you're left with the stark truth. 
rap,Rose (now wearing her hat at its accustomed gravity-defying angle) cut through them, pausing to give Andi a hug, then went up the steps, rapped once, and let herself in. 
malevolent,The most malevolent spirits in his life came in bottles. 
writhe,His eyes were wide and terrified; his body writhed with the pain of the changes it was going through. 
corrugate,8 And so it was: a series of soot-gray concrete blocks roofed in rusty corrugated metal. 
spooky,'You're pretty goddam spooky, Daniel.' 
blot,'And you drank to blot it out.' 
cling,A child's t-shirt came into view, clinging to a sunken chest. 
bracket,Lines bracketed his mouth, and there were a few threads of white silk in his black hair. 
subdue,John asked in a subdued voice. 
duffel,He bought a spade, a rake, two hoes, a garden trowel, two pairs of gloves, and a duffel to hold his new purchases. 
shine,Dan took a penlight from his jacket pocket and shone it on the gate, first noting the broken padlock, then the heavy twists of wire above and below it. 
axle,The last thing in the world he wanted was to drop the Focus into one and smash an axle. 
trowel,He bought a spade, a rake, two hoes, a garden trowel, two pairs of gloves, and a duffel to hold his new purchases. 
asphalt,Behind the plant, the surface was a mixture of bare earth and crumbling asphalt. 
rubber,My arms feel like rubber.' 
wanly,She smiled wanly. 
excavation,He stood for a few seconds with his back bent as if he still meant to use the spade, then straightened and drew back when Dan shone the penlight into the little excavation they had made. 
league,Fifty feet away was another chainlink fence, and beyond that, endless leagues of corn. 
douse,When they reached the ethanol plant, Dan doused the rental car's lights, turned in to the service road, and rolled slowly up to the closed gate. 
bleakness,To this, John offered a smile of singular bleakness. 
singular,To this, John offered a smile of singular bleakness. 
crumble,Behind the plant, the surface was a mixture of bare earth and crumbling asphalt. 
cede,He had ceded control to the girl who was now lying awake in her bed eleven hundred miles away. 
