extravagance,We can afford a little extravagance. 
whoosh,The air escaped Dan's lungs in a shocked whoosh, and the breath he inhaled to replace it was rich with rot. 
chew,John sat beside him, chewing his lips. 
gassy,A gassy whiff of decay. 
catalogue,And if you give me your name and address or your sister's we'll send our catalogue.' 
crunch,Still, one of them snapped with a dry crunching sound. 
penlight,Dan took a penlight from his jacket pocket and shone it on the gate, first noting the broken padlock, then the heavy twists of wire above and below it. 
squirm,Its lovingly oiled pocket was full of squirming bugs. 
perplex,He looked perplexed, angry, and little inclined to believe anything Dan told him. 
plunk,Jimmy Numbers plunked down next to him with his laptop in hand. 
patronize,Jimmy gave him a patronizing smile. 
grainy,No grainy newsprint job, but a high-res school portrait of a girl in a red dress with puffed sleeves. 
filch,'Is anyone going to tip to the fact that you've been filching pictures of little girls off of Facebook, or something? 
guffaw,Jimmy puzzled over this for a moment, decided it was dirty, and guffawed. 
caption,Crow picked up the magazine again and turned to the cartoon on the last page, the one where you were supposed to fill in the caption. 
dreck,'What's this brown dreck?' 
doodle,Doodling Abra's name in his AA meeting book. 
outgrow,'Except for a few little premonitions, we thought she outgrew it.' 
strap,He wrote the name of his favorite baseball player in the pocket, but his name Brad Trevor is written on the strap.' 
mob,Your street will turn into an open-air studio, Nancy Grace will probably move in next door, and in a week or two the whole media mob will be yelling hoax at the top of its lungs. 
abduct,'They abducted him, tortured him, murdered him, and then buried him with his baseball glove.' 
slant,They call him that because his eyes slant up at the corners. 
ooze,Tears began to ooze from the corners of her eyes, not of sadness but of effort. 
ceramic,On an occasional table by the door to the hall, a number of ceramic Hummel figures were jittering and rapping. 
verge,The Hummels gave one final clatter and grew still, one of them on the verge of tumbling from the table. 
belch,Abra seized it, drank greedily, then belched. 
scar,It can lead to pneumonia, even blindness, due to corneal scarring.' 
inoculate,'Or at least inoculate the others.' 
revenant,As a child, he had been visited by revenants who had escaped. 
sketchy,It's sketchy, but maybe the four of us working together can turn it into a plan.' 
